Product_ID,Product_ID,Product_Title,Brand,Description,Category,Price,Price,Original_Price,Discount,Rating,Rating,Rating_Count,Rating_Count,Image_URL,Ram_Storage,Processor,Camera_Specs,Battery,Store,feature_list,combined_text,reviews
15,21,"GoPro HERO12 Black Waterproof Action Camera (5.3K60 Video, 27MP Photos, HDR, HyperSmooth 6.0)",GoPro,"GoPro HERO12 Black waterproof action camera featuring 5.3K60 and 4K120 video, 27MP photos, Emmy Award-winning HyperSmooth 6.0 video stabilization, HDR video, Bluetooth audio support, and dual LCD screens.",Cameras,37990,37990,45000,16% OFF,4.7,4.7,6200,6200,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?w=800&auto=format&fit=crop&q=80,MicroSD Slot (Up to 512GB),GP2 Image Processor,27MP 1/1.9-inch Sensor | 5.3K 60fps / 4K 120fps,1720 mAh Enduro Battery (70 min 5.3K),GoPro Official Store,"['5.3K60 Video', 'HyperSmooth 6.0 Stabilization', 'Waterproof 33ft', 'HDR Video']","GoPro HERO12 Black Waterproof Action Camera (5.3K60 Video, 27MP Photos, HDR, HyperSmooth 6.0) GoPro HERO12 Black waterproof action camera featuring 5.3K60 and 4K120 video, 27MP photos, Emmy Award-winning HyperSmooth 6.0 video stabilization, HDR video, Bluetooth audio support, and dual LCD screens. Cameras Cameras|GoPro|Action|Waterproof|5.3K","[{""user"": ""Nikhil Motovlog"", ""rating"": 5, ""comment"": ""HyperSmooth 6.0 stabilization makes bumpy bike rides look like a Hollywood drone shot!"", ""date"": ""2026-07-25""}]"
16,22,"Fujifilm X-T5 Mirrorless Camera Body (40.2MP APS-C X-Trans CMOS 5 HR Sensor, 6.2K Video, Silver)",Fujifilm,"Fujifilm X-T5 photography-first mirrorless camera featuring 40.2MP X-Trans 5 HR sensor, X-Processor 5, 19 Film Simulation modes, 7-stop IBIS, 3-way tilting LCD, and classic analog control dials.",Cameras,169990,169990,184990,8% OFF,4.9,4.9,510,510,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?w=800&auto=format&fit=crop&q=80,Dual SD UHS-II Slots,X-Processor 5 Engine,40.2MP X-Trans CMOS 5 HR | 6.2K 30p 10-bit Video,NP-W235 Battery (Up to 700 frames),Fujifilm Store,"['40.2MP High-Res Sensor', '19 Film Simulations', 'Classic Dial Controls', '7-stop IBIS']","Fujifilm X-T5 Mirrorless Camera Body (40.2MP APS-C X-Trans CMOS 5 HR Sensor, 6.2K Video, Silver) Fujifilm X-T5 photography-first mirrorless camera featuring 40.2MP X-Trans 5 HR sensor, X-Processor 5, 19 Film Simulation modes, 7-stop IBIS, 3-way tilting LCD, and classic analog control dials. Cameras Cameras|Fujifilm|APS-C|Retro|FilmSimulation","[{""user"": ""Arjun Saxena"", ""rating"": 5, ""comment"": ""Film simulations produce SOOC JPEGs that need zero color grading."", ""date"": ""2026-07-21""}]"
15,23,"Sony WH-1000XM5 Wireless Premium Noise Canceling Headphones (Silver, 30 Hr Battery, Auto NC Optimizer)",Sony,"Sony WH-1000XM5 industry-leading noise canceling headphones with two processors and 8 microphones, Auto NC Optimizer, Speak-to-Chat technology, 30-hour battery life, and ultra-comfortable lightweight design.",Audio,29990,29990,34990,14% OFF,4.7,4.7,6800,6800,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=800&auto=format&fit=crop&q=80,Bluetooth 5.2 / LDAC / AAC,Processor V1 + HD Noise Canceling Processor QN1,4 Beamforming Mics for Calls,30 Hours Battery (3 min Charge = 3 Hours),Sony Official,"['Industry-leading ANC', '30-Hour Battery', 'Multipoint Bluetooth', 'LDAC High-Res Audio']","Sony WH-1000XM5 Wireless Premium Noise Canceling Headphones (Silver, 30 Hr Battery, Auto NC Optimizer) Sony WH-1000XM5 industry-leading noise canceling headphones with two processors and 8 microphones, Auto NC Optimizer, Speak-to-Chat technology, 30-hour battery life, and ultra-comfortable lightweight design. Audio Audio|Sony|Headphones|ANC|Wireless","[{""user"": ""Gautam Sethi"", ""rating"": 5, ""comment"": ""Cancels out airplane engine noise completely. Super comfy soft leather cups."", ""date"": ""2026-06-19""}]"
16,24,Apple AirPods Pro (2nd Generation) with MagSafe Case (USB-C) - Active Noise Cancellation & Adaptive Audio,Apple,"Apple AirPods Pro 2nd Gen featuring H2 chip, up to 2x more Active Noise Cancellation, Adaptive Audio, Transparency mode, Personalized Spatial Audio with dynamic head tracking, and USB-C MagSafe Charging Case.",Audio,23900,23900,24900,4% OFF,4.8,4.8,9500,9500,https://images.unsplash.com/photo-1600294037681-c80b4cb5b434?w=800&auto=format&fit=crop&q=80,Bluetooth 5.3 / Apple H2 Chip,Apple H2 Headphone Chip,Dual Beamforming Mics,6 Hours Earbud (30 Hours Total with USB-C Case),Apple Official Store,"['Apple H2 Chip', '2x Noise Cancellation', 'Adaptive Audio', 'MagSafe USB-C Case']","Apple AirPods Pro (2nd Generation) with MagSafe Case (USB-C) - Active Noise Cancellation & Adaptive Audio Apple AirPods Pro 2nd Gen featuring H2 chip, up to 2x more Active Noise Cancellation, Adaptive Audio, Transparency mode, Personalized Spatial Audio with dynamic head tracking, and USB-C MagSafe Charging Case. Audio Audio|Apple|AirPods|Earbuds|ANC","[{""user"": ""Rhea Menon"", ""rating"": 5, ""comment"": ""Seamless switching between iPhone and MacBook."", ""date"": ""2026-07-11""}]"
17,25,"Samsung Odyssey OLED G8 34-inch UWQHD Curved Gaming Monitor (175Hz, 0.03ms, Neo Quantum Processor, Smart TV)",Samsung,"Samsung Odyssey OLED G8 34-inch Ultra-WQHD (3440 x 1440) 1800R curved gaming monitor featuring Quantum Dot OLED technology, 175Hz refresh rate, 0.03ms response time, VESA DisplayHDR True Black 400, Gaming Hub, and Slim Metal Design.",Gaming & Peripherals,99990,99990,119990,17% OFF,4.9,4.9,680,680,https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?w=800&auto=format&fit=crop&q=80,34-inch 21:9 UWQHD QD-OLED Panel,Neo Quantum Processor O,N/A (Gaming Monitor),AC Powered (65W USB-C PD Output),Samsung Direct,"['34-inch QD-OLED 175Hz', '0.03ms Response', '1800R Curve', 'Neo Quantum Engine']","Samsung Odyssey OLED G8 34-inch UWQHD Curved Gaming Monitor (175Hz, 0.03ms, Neo Quantum Processor, Smart TV) Samsung Odyssey OLED G8 34-inch Ultra-WQHD (3440 x 1440) 1800R curved gaming monitor featuring Quantum Dot OLED technology, 175Hz refresh rate, 0.03ms response time, VESA DisplayHDR True Black 400, Gaming Hub, and Slim Metal Design. Gaming & Peripherals Gaming & Peripherals|Samsung|Monitor|OLED|175Hz|Curved","[{""user"": ""Varun Taneja"", ""rating"": 5, ""comment"": ""Infinite contrast ratio and true blacks make games look unreal! Best monitor I've ever owned."", ""date"": ""2026-07-28""}]"
18,26,"LG UltraGear 27-inch 240Hz QHD Gaming Monitor (Nano IPS 1ms, HDR10, G-SYNC Compatible, HDMI 2.1)",LG,"LG UltraGear 27GR83Q 27-inch QHD (2560 x 1440) esports gaming monitor featuring Nano IPS panel, 240Hz refresh rate, 1ms (GtG) response time, NVIDIA G-SYNC & AMD FreeSync Premium Pro, and HDMI 2.1 VRR support.",Gaming & Peripherals,38990,38990,45000,13% OFF,4.7,4.7,1420,1420,https://images.unsplash.com/photo-1547082299-de196ea013d6?w=800&auto=format&fit=crop&q=80,27-inch QHD (2560x1440) Nano IPS,NVIDIA G-SYNC Compatible Engine,N/A (Gaming Monitor),AC Powered,LG Electronics India,"['240Hz Refresh Rate', 'Nano IPS 1ms GtG', 'HDMI 2.1 VRR', 'Height & Tilt Stand']","LG UltraGear 27-inch 240Hz QHD Gaming Monitor (Nano IPS 1ms, HDR10, G-SYNC Compatible, HDMI 2.1) LG UltraGear 27GR83Q 27-inch QHD (2560 x 1440) esports gaming monitor featuring Nano IPS panel, 240Hz refresh rate, 1ms (GtG) response time, NVIDIA G-SYNC & AMD FreeSync Premium Pro, and HDMI 2.1 VRR support. Gaming & Peripherals Gaming & Peripherals|LG|Monitor|240Hz|QHD|NanoIPS","[{""user"": ""Shubham Gill"", ""rating"": 5, ""comment"": ""240Hz at 1440p resolution is the sweet spot for competitive shooter games."", ""date"": ""2026-07-16""}]"
19,27,"Logitech G Pro X Superlight 2 Wireless Gaming Mouse (60g Ultra-Light, HERO 2 Sensor, 32K DPI, Black)",Logitech,"Logitech G Pro X Superlight 2 Lightspeed wireless gaming mouse engineered with top esports pros. Features 60-gram ultra-lightweight design, HERO 2 sensor with 32,000 DPI, LIGHTFORCE hybrid switches, and 95-hour battery life.",Gaming & Peripherals,13995,13995,15995,13% OFF,4.9,4.9,3100,3100,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7?w=800&auto=format&fit=crop&q=80,Onboard Memory Profiles,"Logitech HERO 2 Sensor (32,000 DPI)",,95 Hours Constant Motion Battery Life,Logitech G Store,"['60g Ultra Lightweight', '32K DPI HERO 2 Sensor', 'LIGHTFORCE Hybrid Switches', '95h Battery']","Logitech G Pro X Superlight 2 Wireless Gaming Mouse (60g Ultra-Light, HERO 2 Sensor, 32K DPI, Black) Logitech G Pro X Superlight 2 Lightspeed wireless gaming mouse engineered with top esports pros. Features 60-gram ultra-lightweight design, HERO 2 sensor with 32,000 DPI, LIGHTFORCE hybrid switches, and 95-hour battery life. Gaming & Peripherals Gaming & Peripherals|Logitech|Mouse|Wireless|Esports","[{""user"": ""Chetan FPS"", ""rating"": 5, ""comment"": ""Flicks in CS2 feel effortless thanks to the 60g weight and zero wireless latency."", ""date"": ""2026-07-23""}]"
20,28,"Razer BlackWidow V4 Pro Mechanical Gaming Keyboard (Green Clicky Switches, Chroma RGB, Command Dial)",Razer,"Razer BlackWidow V4 Pro full-size mechanical gaming keyboard featuring Razer Green tactile clicky switches, Razer Command Dial, 8 dedicated macro keys, 8000Hz polling rate, plush magnetic wrist rest, and per-key Chroma RGB.",Gaming & Peripherals,22999,22999,25999,12% OFF,4.7,4.7,1450,1450,https://images.unsplash.com/photo-1587829741301-dc798b83add3?w=800&auto=format&fit=crop&q=80,Hybrid On-Board & Cloud Storage,Razer HyperPolling 8000Hz Engine,,USB-C Detachable Braided Cable,Razer Official Store,"['Razer Green Mechanical Switches', 'Command Dial', '8 Macro Keys', 'Chroma RGB Underglow']","Razer BlackWidow V4 Pro Mechanical Gaming Keyboard (Green Clicky Switches, Chroma RGB, Command Dial) Razer BlackWidow V4 Pro full-size mechanical gaming keyboard featuring Razer Green tactile clicky switches, Razer Command Dial, 8 dedicated macro keys, 8000Hz polling rate, plush magnetic wrist rest, and per-key Chroma RGB. Gaming & Peripherals Gaming & Peripherals|Razer|Keyboard|Mechanical|RGB","[{""user"": ""Deepanshu Bansal"", ""rating"": 5, ""comment"": ""Tactile clicky feedback is super satisfying. Command dial is great for volume."", ""date"": ""2026-07-04""}]"
21,29,"HyperX Cloud III Wireless Gaming Headset (53mm Angled Drivers, 120 Hour Battery, DTS Spatial Audio, 10mm Mic)",HyperX,"HyperX Cloud III Wireless Gaming Headset featuring re-engineered 53mm angled drivers, signature memory foam comfort, ultra-clear 10mm noise-canceling mic, DTS Headphone:X Spatial Audio, and up to 120 hours of battery life.",Gaming & Peripherals,12990,12990,15990,19% OFF,4.8,4.8,2890,2890,https://images.unsplash.com/photo-1599669454699-24889d6df33b?w=800&auto=format&fit=crop&q=80,2.4GHz Wireless USB-C Dongle,DTS Headphone:X Spatial Audio DSP,10mm Ultra-Clear Noise-Canceling Mic,120 Hours Continuous Battery Life,HyperX Official Store,"['120 Hour Battery', '53mm Angled Drivers', 'Memory Foam Comfort', 'DTS 3D Spatial Audio']","HyperX Cloud III Wireless Gaming Headset (53mm Angled Drivers, 120 Hour Battery, DTS Spatial Audio, 10mm Mic) HyperX Cloud III Wireless Gaming Headset featuring re-engineered 53mm angled drivers, signature memory foam comfort, ultra-clear 10mm noise-canceling mic, DTS Headphone:X Spatial Audio, and up to 120 hours of battery life. Gaming & Peripherals Gaming & Peripherals|HyperX|Headset|Wireless|Gaming","[{""user"": ""Aman Shrivastav"", ""rating"": 5, ""comment"": ""120 hours battery means charging only once a month. Mic quality is crystal clear."", ""date"": ""2026-07-17""}]"
22,30,"Sony PlayStation 5 Console (Slim Disc Edition, 1TB SSD, DualSense Wireless Controller)",Sony,"Sony PlayStation 5 (PS5 Slim Disc Edition) gaming console featuring 1TB high-speed SSD, Tempest 3D AudioTech, ray tracing, 4K 120Hz HDR output, and DualSense wireless controller with haptic feedback & adaptive triggers.",Gaming & Peripherals,54990,54990,54990,0%,4.9,4.9,8900,8900,https://images.unsplash.com/photo-1606813907291-d86efa9b94db?w=800&auto=format&fit=crop&q=80,16GB GDDR6 RAM | 1TB Custom SSD,AMD Zen 2 8-Core CPU / RDNA 2 GPU,,AC Mains Powered,Sony Center India,"['1TB High Speed SSD', 'Ray Tracing 4K 120Hz', 'DualSense Haptics', 'Tempest 3D Audio']","Sony PlayStation 5 Console (Slim Disc Edition, 1TB SSD, DualSense Wireless Controller) Sony PlayStation 5 (PS5 Slim Disc Edition) gaming console featuring 1TB high-speed SSD, Tempest 3D AudioTech, ray tracing, 4K 120Hz HDR output, and DualSense wireless controller with haptic feedback & adaptive triggers. Gaming & Peripherals Gaming & Peripherals|Sony|PS5|Console|4K120","[{""user"": ""Siddharth Das"", ""rating"": 5, ""comment"": ""Spider-Man 2 and God of War Ragnarok load in 2 seconds flat! Mindblowing console."", ""date"": ""2026-07-20""}]"
23,31,Anker Prime 67W GaN Fast Wall Charger (3-Port USB-C & USB-A Power Adapter),Anker,"Anker Prime 67W GaN 3-port fast wall charger with GaNPrime technology, ActiveShield 2.0 safety protection, foldable plug, capable of fast charging MacBook Pro, iPhone 15, iPad, and Samsung Galaxy simultaneously.",Chargers & Cables,3999,3999,4999,20% OFF,4.6,4.6,4100,4100,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?w=800&auto=format&fit=crop&q=80,Dual USB-C + Single USB-A Port,GaNPrime Tech + ActiveShield 2.0,,67W Ultra-Fast Power Delivery Output,Anker Official Store,"['67W Fast Charging', 'GaN Tech', 'Compact Foldable Plug', 'Triple Device Charge']","Anker Prime 67W GaN Fast Wall Charger (3-Port USB-C & USB-A Power Adapter) Anker Prime 67W GaN 3-port fast wall charger with GaNPrime technology, ActiveShield 2.0 safety protection, foldable plug, capable of fast charging MacBook Pro, iPhone 15, iPad, and Samsung Galaxy simultaneously. Chargers & Cables Chargers & Cables|Anker|FastCharger|GaN|USB-C","[{""user"": ""Tarun Jha"", ""rating"": 5, ""comment"": ""Replaced 3 brick chargers in my laptop bag with this tiny 67W adapter!"", ""date"": ""2026-07-13""}]"
24,32,Anker 100W USB-C to USB-C Heavy-Duty Nylon Braided Cable (6ft / 1.8m),Anker,"Anker 100W 6ft double-braided nylon USB-C to USB-C charging cable with E-Marker chip, supporting Power Delivery fast charging up to 100W for MacBook Pro, Dell XPS, iPad Pro, and Galaxy S24.",Chargers & Cables,1299,1299,1699,24% OFF,4.7,4.7,12800,12800,https://images.unsplash.com/photo-1616440342855-468f3ae908c6?w=800&auto=format&fit=crop&q=80,6ft / 1.8 Meter Length,Smart E-Marker Chip,,Supports Up to 100W Power Delivery,Anker Direct,"['100W Power Delivery', 'Heavy Duty Braided Nylon', 'E-Marker Chip', '35,000+ Bend Lifespan']","Anker 100W USB-C to USB-C Heavy-Duty Nylon Braided Cable (6ft / 1.8m) Anker 100W 6ft double-braided nylon USB-C to USB-C charging cable with E-Marker chip, supporting Power Delivery fast charging up to 100W for MacBook Pro, Dell XPS, iPad Pro, and Galaxy S24. Chargers & Cables Chargers & Cables|Anker|USB-C|100W|Braided","[{""user"": ""Rajesh Sen"", ""rating"": 5, ""comment"": ""Indestructible cable. Replaced my broken stock cable."", ""date"": ""2026-07-18""}]"
25,33,Apple Watch Series 9 GPS 45mm (Midnight Aluminum Case with Midnight Sport Band),Apple,"Apple Watch Series 9 powered by S9 SiP chip, magical Double Tap gesture control, brighter 2000 nits Always-On Retina display, ECG app, Blood Oxygen sensor, Advanced Workout metrics, and Fall Detection.",Smartwatches,44900,44900,44900,0%,4.8,4.8,3200,3200,https://images.unsplash.com/photo-1546868871-7041f2a55e12?w=800&auto=format&fit=crop&q=80,64GB Internal Storage,Apple S9 SiP Dual-Core Processor,,Up to 18 Hours (36 Hours in Low Power Mode),Apple Official Store,"['S9 Chip', 'Double Tap Gesture', '2000 nits Display', 'ECG & Blood Oxygen']","Apple Watch Series 9 GPS 45mm (Midnight Aluminum Case with Midnight Sport Band) Apple Watch Series 9 powered by S9 SiP chip, magical Double Tap gesture control, brighter 2000 nits Always-On Retina display, ECG app, Blood Oxygen sensor, Advanced Workout metrics, and Fall Detection. Smartwatches Smartwatches|Apple|AppleWatch|Fitness|S9","[{""user"": ""Divya Kapoor"", ""rating"": 5, ""comment"": ""Double tap gesture to answer calls while holding coffee is so convenient!"", ""date"": ""2026-06-22""}]"
26,34,"Samsung Galaxy Watch 6 Classic LTE 47mm (Black, Rotating Bezel, Sapphire Crystal Glass)",Samsung,"Samsung Galaxy Watch 6 Classic LTE featuring iconic physical rotating bezel, Sapphire Crystal glass display, Exynos W930 dual-core processor, BIA Body Composition sensor, Sleep Coaching, and 5ATM/IP68 water resistance.",Smartwatches,36999,36999,43999,16% OFF,4.6,4.6,2100,2100,https://images.unsplash.com/photo-1579586337278-3befd40fd17a?w=800&auto=format&fit=crop&q=80,2GB RAM | 16GB Storage,Exynos W930 Dual-Core 1.4GHz,,425 mAh with Fast Wireless Charging,Samsung Direct,"['Iconic Rotating Bezel', 'LTE Connectivity', 'Body Composition BIA', 'Sapphire Crystal Glass']","Samsung Galaxy Watch 6 Classic LTE 47mm (Black, Rotating Bezel, Sapphire Crystal Glass) Samsung Galaxy Watch 6 Classic LTE featuring iconic physical rotating bezel, Sapphire Crystal glass display, Exynos W930 dual-core processor, BIA Body Composition sensor, Sleep Coaching, and 5ATM/IP68 water resistance. Smartwatches Smartwatches|Samsung|GalaxyWatch|LTE|Android","[{""user"": ""Harsh Vardhan"", ""rating"": 5, ""comment"": ""Physical rotating bezel is satisfying to click. Great Wear OS app support."", ""date"": ""2026-07-03""}]"
